counts,shots,job_id
"{'1': 505, '0': 519}",1024,697
"{'0': 504, '1': 520}",1024,698
"{'0': 513, '1': 511}",1024,699
"{'1': 525, '0': 499}",1024,700
"{'1': 532, '0': 492}",1024,701
"{'1': 500, '0': 524}",1024,702
"{'1': 507, '0': 517}",1024,703
"{'0': 511, '1': 513}",1024,704
"{'0': 505, '1': 519}",1024,705
"{'1': 500, '0': 524}",1024,706
"{'0': 508, '1': 516}",1024,707
"{'1': 521, '0': 503}",1024,708
"{'0': 505, '1': 519}",1024,709
"{'1': 505, '0': 519}",1024,710
"{'0': 504, '1': 520}",1024,711
"{'1': 526, '0': 498}",1024,712
"{'1': 532, '0': 492}",1024,713
"{'1': 504, '0': 520}",1024,714
"{'0': 515, '1': 509}",1024,715
"{'0': 503, '1': 521}",1024,716
"{'0': 491, '1': 533}",1024,717
"{'0': 524, '1': 500}",1024,718
"{'0': 522, '1': 502}",1024,719
"{'1': 510, '0': 514}",1024,720
"{'1': 490, '0': 534}",1024,721
"{'1': 535, '0': 489}",1024,722
"{'1': 513, '0': 511}",1024,723
"{'1': 508, '0': 516}",1024,724
"{'1': 511, '0': 513}",1024,725
"{'0': 544, '1': 480}",1024,726
"{'1': 510, '0': 514}",1024,727
"{'0': 490, '1': 534}",1024,728
"{'1': 525, '0': 499}",1024,729
"{'1': 547, '0': 477}",1024,730
"{'0': 485, '1': 539}",1024,731
"{'1': 511, '0': 513}",1024,732
"{'1': 514, '0': 510}",1024,733
"{'1': 529, '0': 495}",1024,734
"{'1': 516, '0': 508}",1024,735
"{'0': 511, '1': 513}",1024,736
"{'0': 505, '1': 519}",1024,737
"{'0': 519, '1': 505}",1024,738
"{'0': 488, '1': 536}",1024,739
"{'1': 530, '0': 494}",1024,740
"{'1': 501, '0': 523}",1024,741
"{'0': 515, '1': 509}",1024,742
"{'0': 518, '1': 506}",1024,743
"{'1': 495, '0': 529}",1024,744
"{'0': 522, '1': 502}",1024,745
"{'1': 498, '0': 526}",1024,746
"{'0': 509, '1': 515}",1024,747
"{'1': 523, '0': 501}",1024,748
"{'1': 495, '0': 529}",1024,749
"{'1': 527, '0': 497}",1024,750
"{'1': 486, '0': 538}",1024,751
"{'1': 525, '0': 499}",1024,752
"{'1': 498, '0': 526}",1024,753
"{'0': 525, '1': 499}",1024,754
"{'0': 526, '1': 498}",1024,755
"{'0': 503, '1': 521}",1024,756
"{'1': 511, '0': 513}",1024,757
"{'0': 498, '1': 526}",1024,758
"{'0': 486, '1': 538}",1024,759
"{'0': 520, '1': 504}",1024,760
"{'0': 539, '1': 485}",1024,761
"{'0': 526, '1': 498}",1024,762
"{'1': 493, '0': 531}",1024,763
"{'1': 509, '0': 515}",1024,764
"{'0': 532, '1': 492}",1024,765
"{'1': 503, '0': 521}",1024,766
"{'0': 486, '1': 538}",1024,767
"{'0': 534, '1': 490}",1024,768
"{'1': 504, '0': 520}",1024,769
"{'0': 486, '1': 538}",1024,770
"{'1': 486, '0': 538}",1024,771
"{'1': 506, '0': 518}",1024,772
"{'0': 508, '1': 516}",1024,773
"{'1': 501, '0': 523}",1024,774
"{'1': 509, '0': 515}",1024,775
"{'1': 500, '0': 524}",1024,776
"{'1': 490, '0': 534}",1024,777
"{'0': 521, '1': 503}",1024,778
"{'0': 517, '1': 507}",1024,779
"{'1': 505, '0': 519}",1024,780
"{'1': 506, '0': 518}",1024,781
"{'1': 535, '0': 489}",1024,782
"{'0': 497, '1': 527}",1024,783
"{'0': 501, '1': 523}",1024,784
"{'1': 495, '0': 529}",1024,785
"{'1': 512, '0': 512}",1024,786
"{'0': 538, '1': 486}",1024,787
"{'0': 523, '1': 501}",1024,788
"{'0': 467, '1': 557}",1024,789
"{'0': 515, '1': 509}",1024,790
"{'0': 520, '1': 504}",1024,791
"{'1': 512, '0': 512}",1024,792
"{'1': 523, '0': 501}",1024,793
"{'1': 531, '0': 493}",1024,794
"{'0': 528, '1': 496}",1024,795
"{'1': 512, '0': 512}",1024,796
"{'0': 538, '1': 486}",1024,797
"{'0': 496, '1': 528}",1024,798
"{'0': 529, '1': 495}",1024,799
"{'1': 492, '0': 532}",1024,800
"{'1': 488, '0': 536}",1024,801
"{'1': 477, '0': 547}",1024,802
"{'1': 527, '0': 497}",1024,803
"{'1': 502, '0': 522}",1024,804
"{'0': 522, '1': 502}",1024,805
"{'1': 520, '0': 504}",1024,806
"{'1': 495, '0': 529}",1024,807
"{'1': 493, '0': 531}",1024,808
"{'1': 515, '0': 509}",1024,809
"{'0': 489, '1': 535}",1024,810
"{'0': 529, '1': 495}",1024,811
"{'0': 520, '1': 504}",1024,812
"{'1': 499, '0': 525}",1024,813
"{'1': 499, '0': 525}",1024,814
"{'1': 512, '0': 512}",1024,815
"{'0': 512, '1': 512}",1024,816
"{'0': 497, '1': 527}",1024,817
"{'0': 490, '1': 534}",1024,818
"{'1': 484, '0': 540}",1024,819
"{'0': 508, '1': 516}",1024,820
"{'1': 509, '0': 515}",1024,821
"{'1': 534, '0': 490}",1024,822
"{'0': 525, '1': 499}",1024,823
"{'1': 541, '0': 483}",1024,824
"{'0': 519, '1': 505}",1024,825
"{'1': 510, '0': 514}",1024,826
"{'1': 504, '0': 520}",1024,827
"{'0': 513, '1': 511}",1024,828
"{'0': 495, '1': 529}",1024,829
"{'0': 496, '1': 528}",1024,830
"{'1': 515, '0': 509}",1024,831
"{'1': 535, '0': 489}",1024,832
"{'0': 539, '1': 485}",1024,833
"{'0': 518, '1': 506}",1024,834
"{'1': 510, '0': 514}",1024,835
"{'1': 522, '0': 502}",1024,836
"{'0': 522, '1': 502}",1024,837
"{'0': 522, '1': 502}",1024,838
"{'1': 497, '0': 527}",1024,839
"{'0': 490, '1': 534}",1024,840
"{'0': 491, '1': 533}",1024,841
"{'0': 492, '1': 532}",1024,842
"{'1': 530, '0': 494}",1024,843
"{'1': 524, '0': 500}",1024,844
"{'0': 534, '1': 490}",1024,845
"{'1': 498, '0': 526}",1024,846
"{'0': 494, '1': 530}",1024,847
"{'0': 512, '1': 512}",1024,848
"{'0': 498, '1': 526}",1024,849
"{'0': 498, '1': 526}",1024,850
"{'0': 488, '1': 536}",1024,851
"{'0': 507, '1': 517}",1024,852
"{'0': 518, '1': 506}",1024,853
"{'0': 509, '1': 515}",1024,854
"{'0': 508, '1': 516}",1024,855
"{'0': 535, '1': 489}",1024,856
"{'0': 540, '1': 484}",1024,857
"{'1': 562, '0': 462}",1024,858
"{'1': 512, '0': 512}",1024,859
"{'0': 507, '1': 517}",1024,860
"{'0': 504, '1': 520}",1024,861
"{'1': 500, '0': 524}",1024,862
"{'1': 507, '0': 517}",1024,863
"{'1': 502, '0': 522}",1024,864
"{'1': 544, '0': 480}",1024,865
"{'1': 520, '0': 504}",1024,866
"{'0': 518, '1': 506}",1024,867
"{'0': 553, '1': 471}",1024,868
"{'1': 532, '0': 492}",1024,869
"{'0': 495, '1': 529}",1024,870
"{'0': 498, '1': 526}",1024,871
"{'1': 523, '0': 501}",1024,872
"{'0': 501, '1': 523}",1024,873
"{'1': 495, '0': 529}",1024,874
"{'1': 501, '0': 523}",1024,875
"{'1': 523, '0': 501}",1024,876
"{'0': 527, '1': 497}",1024,877
"{'0': 516, '1': 508}",1024,878
"{'0': 519, '1': 505}",1024,879
"{'0': 487, '1': 537}",1024,880
"{'1': 526, '0': 498}",1024,881
"{'0': 503, '1': 521}",1024,882
"{'1': 511, '0': 513}",1024,883
"{'1': 538, '0': 486}",1024,884
"{'1': 493, '0': 531}",1024,885
"{'0': 518, '1': 506}",1024,886
"{'1': 496, '0': 528}",1024,887
"{'1': 503, '0': 521}",1024,888
"{'0': 521, '1': 503}",1024,889
"{'1': 536, '0': 488}",1024,890
"{'0': 518, '1': 506}",1024,891
"{'0': 505, '1': 519}",1024,892
"{'0': 505, '1': 519}",1024,893
"{'1': 523, '0': 501}",1024,894
"{'1': 487, '0': 537}",1024,895
"{'0': 469, '1': 555}",1024,896
"{'1': 519, '0': 505}",1024,897
"{'0': 539, '1': 485}",1024,898
"{'1': 513, '0': 511}",1024,899
"{'1': 516, '0': 508}",1024,900
"{'0': 525, '1': 499}",1024,901
"{'0': 502, '1': 522}",1024,902
"{'0': 521, '1': 503}",1024,903
"{'1': 531, '0': 493}",1024,904
"{'0': 522, '1': 502}",1024,905
"{'0': 506, '1': 518}",1024,906
"{'0': 504, '1': 520}",1024,907
"{'1': 494, '0': 530}",1024,908
"{'0': 501, '1': 523}",1024,909
"{'0': 490, '1': 534}",1024,910
"{'1': 510, '0': 514}",1024,911
"{'1': 514, '0': 510}",1024,912
"{'1': 521, '0': 503}",1024,913
"{'0': 501, '1': 523}",1024,914
"{'0': 519, '1': 505}",1024,915
"{'1': 519, '0': 505}",1024,916
"{'0': 528, '1': 496}",1024,917
"{'0': 524, '1': 500}",1024,918
"{'0': 527, '1': 497}",1024,919
"{'0': 524, '1': 500}",1024,920
"{'0': 521, '1': 503}",1024,921
"{'1': 499, '0': 525}",1024,922
"{'0': 540, '1': 484}",1024,923
"{'0': 538, '1': 486}",1024,924
"{'0': 516, '1': 508}",1024,925
"{'0': 507, '1': 517}",1024,926
"{'0': 520, '1': 504}",1024,927
"{'1': 507, '0': 517}",1024,928
"{'0': 530, '1': 494}",1024,929
"{'0': 509, '1': 515}",1024,930
"{'1': 509, '0': 515}",1024,931
"{'1': 528, '0': 496}",1024,932
"{'1': 518, '0': 506}",1024,933
"{'0': 528, '1': 496}",1024,934
"{'1': 518, '0': 506}",1024,935
"{'1': 493, '0': 531}",1024,936
"{'0': 503, '1': 521}",1024,937
"{'0': 511, '1': 513}",1024,938
"{'1': 540, '0': 484}",1024,939
"{'0': 515, '1': 509}",1024,940
"{'1': 537, '0': 487}",1024,941
"{'0': 535, '1': 489}",1024,942
"{'1': 535, '0': 489}",1024,943
"{'1': 486, '0': 538}",1024,944
"{'1': 499, '0': 525}",1024,945
"{'1': 499, '0': 525}",1024,946
"{'0': 504, '1': 520}",1024,947
"{'0': 547, '1': 477}",1024,948
"{'1': 543, '0': 481}",1024,949
"{'1': 510, '0': 514}",1024,950
"{'0': 503, '1': 521}",1024,951
"{'1': 498, '0': 526}",1024,952
"{'0': 508, '1': 516}",1024,953
"{'1': 476, '0': 548}",1024,954
"{'1': 533, '0': 491}",1024,955
"{'0': 474, '1': 550}",1024,956
"{'1': 527, '0': 497}",1024,957
"{'0': 510, '1': 514}",1024,958
"{'0': 486, '1': 538}",1024,959
"{'0': 501, '1': 523}",1024,960
"{'0': 472, '1': 552}",1024,961
"{'0': 463, '1': 561}",1024,962
"{'0': 527, '1': 497}",1024,963
"{'1': 509, '0': 515}",1024,964
"{'1': 545, '0': 479}",1024,965
"{'0': 543, '1': 481}",1024,966
"{'0': 520, '1': 504}",1024,967
"{'1': 504, '0': 520}",1024,968
"{'1': 521, '0': 503}",1024,969
"{'0': 518, '1': 506}",1024,970
"{'1': 494, '0': 530}",1024,971
"{'0': 519, '1': 505}",1024,972
"{'1': 510, '0': 514}",1024,973
"{'0': 510, '1': 514}",1024,974
"{'1': 507, '0': 517}",1024,975
"{'0': 506, '1': 518}",1024,976
"{'0': 511, '1': 513}",1024,977
"{'0': 524, '1': 500}",1024,978
"{'1': 507, '0': 517}",1024,979
"{'0': 516, '1': 508}",1024,980
"{'1': 513, '0': 511}",1024,981
"{'0': 520, '1': 504}",1024,982
"{'0': 518, '1': 506}",1024,983
"{'1': 532, '0': 492}",1024,984
"{'1': 518, '0': 506}",1024,985
"{'1': 471, '0': 553}",1024,986
"{'1': 521, '0': 503}",1024,987
"{'0': 520, '1': 504}",1024,988
"{'0': 491, '1': 533}",1024,989
"{'1': 490, '0': 534}",1024,990
"{'0': 503, '1': 521}",1024,991
"{'1': 494, '0': 530}",1024,992
"{'0': 497, '1': 527}",1024,993
"{'0': 496, '1': 528}",1024,994
"{'1': 499, '0': 525}",1024,995
"{'1': 517, '0': 507}",1024,996
"{'1': 490, '0': 534}",1024,997
"{'1': 506, '0': 518}",1024,998
"{'1': 518, '0': 506}",1024,999
